ALLSTON WY,MILVIA ST,3,Y
ALLSTON WY,MILVIA ST,4,Y
ALLSTON WY,MLK JR WY,4,Y
ALLSTON WY,MLK JR WY,4,Y
ALLSTON WY,MLK JR WY,3,Y
ALLSTON WY,MLK JR WY,3,Y
ALLSTON WY,OXFORD ST,3,Y
ALLSTON WY,OXFORD ST,4,Y
ALLSTON WY,OXFORD ST,3,Y
ALLSTON WY,SACRAMENTO ST,3,Y
ALLSTON WY,SACRAMENTO ST,4,Y
ALLSTON WY,SACRAMENTO ST,4,Y
ALLSTON WY,SAN PABLO AV,3,Y
ALLSTON WY,SAN PABLO AV,2,Y
ALLSTON WY,SAN PABLO AV,4,Y
ALLSTON WY,SAN PABLO AV,3,Y
ALLSTON WY,SAN PABLO AV,3,Y
ALLSTON WY,SHATTUCK AV,0,Y
ALLSTON WY,SHATTUCK AV,3,Y
ALLSTON WY,SHATTUCK AV,4,Y
ALLSTON WY,SHATTUCK AV,3,Y
ALLSTON WY,SHATTUCK AV,3,Y
ALLSTON WY,VALLEY ST,3,Y
ALLSTON WY,WEST ST,0,Y
ANTHONY ST,9TH ST,4,Y
ARCH ST,HEARST AV,3,Y
ARCH ST,VIRGINIA ST,3,Y
ARLINGTON AV,BOYNTON AV,3,Y
ARLINGTON AV,THOUSAND OAKS BL,4,Y
ARLINGTON AV,YOSEMITE RD,4,Y
ARLINGTON AV,YOSEMITE RD,2,Y
ASHBY AV,7TH ST,4,Y
ASHBY AV,7TH ST,0,Y
ASHBY AV,9TH ST,4,Y
ASHBY AV,ACTON ST,4,Y
ASHBY AV,ACTON ST,2,Y
ASHBY AV,ADELINE  ST,0,Y
ASHBY AV,ADELINE ST,3,Y
ASHBY AV,ADELINE ST,4,Y
ASHBY AV,ADELLE ST,4,Y
ASHBY AV,ALVARADO RD,4,Y
ASHBY AV,ALVARADO RD,3,Y
ASHBY AV,ASHBY AV,2,Y
ASHBY AV,BAY ST,4,Y
ASHBY AV,BENVENUE AV,4,Y
ASHBY AV,BENVENUE AV,3,Y
ASHBY AV,BENVENUE AV,4,Y
ASHBY AV,BENVENUE AV,3,Y
ASHBY AV,CALIFORNIA ST,3,Y
ASHBY AV,CALIFORNIA ST,3,Y
ASHBY AV,CALIFORNIA ST,4,Y
ASHBY AV,CALIFORNIA ST,4,Y
ASHBY AV,COLLEGE AV,4,Y
ASHBY AV,DEAKIN ST,3,Y
ASHBY AV,DEAKIN ST,4,Y
ASHBY AV,DEAKIN ST,4,Y
ASHBY AV,DEAKIN ST,4,Y
ASHBY AV,DEAKIN ST,4,Y
ASHBY AV,DEAKIN ST,4,Y
ASHBY AV,DOMINGO AV,3,Y
ASHBY AV,ELLIS ST,4,Y
ASHBY AV,ELLIS ST,4,Y
ASHBY AV,FULTON ST,4,Y
ASHBY AV,HARPER ST,0,Y
ASHBY AV,HARPER ST,3,Y
ASHBY AV,HILLEGASS AV,4,Y
ASHBY AV,HILLEGASS AV,4,Y
ASHBY AV,HILLEGASS AV,4,Y
ASHBY AV,HILLEGASS AV,4,Y
ASHBY AV,HILLEGASS AV,4,Y
ASHBY AV,KING ST,0,Y
ASHBY AV,KING ST,3,Y
ASHBY AV,KING ST,4,Y
ASHBY AV,KING ST,3,Y
ASHBY AV,KING ST,4,Y
ASHBY AV,KING ST,4,Y
ASHBY AV,LORINA ST,3,Y
ASHBY AV,MABEL ST,3,Y
ASHBY AV,MABEL ST,3,Y
ASHBY AV,MABEL ST,4,Y
ASHBY AV,MABEL ST,2,Y
ASHBY AV,MABEL ST,4,Y
ASHBY AV,MARBLE,4,Y
ASHBY AV,MLK JR WY,3,Y
ASHBY AV,MLK JR WY,3,Y
ASHBY AV,MLK JR WY,4,Y
ASHBY AV,REGENT ST,3,Y
ASHBY AV,REGENT ST,4,Y
ASHBY AV,REGENT ST,4,Y
ASHBY AV,ROBLE RD,3,Y
ASHBY AV,SACRAMENTO ST,2,Y
ASHBY AV,SAN PABLO AV,0,Y
ASHBY AV,SAN PABLO AV,4,Y
ASHBY AV,SAN PABLO AV,4,Y
ASHBY AV,SAN PABLO AV,2,Y
ASHBY AV,SAN PABLO AV,3,Y
ASHBY AV,SAN PABLO AV,4,Y
ASHBY AV,SAN PABLO AV,2,Y
ASHBY AV,SHATTUCK AV,3,Y
ASHBY AV,SHATTUCK AV,4,Y
ASHBY AV,SHATTUCK AV,3,Y
ASHBY AV,STANTON ST,3,Y
ASHBY AV,TELEGRAPH AV,3,Y
ASHBY AV,TELEGRAPH AV,4,Y
ASHBY AV,TELEGRAPH AV,3,Y
ASHBY AV,TELEGRAPH AV,3,Y
ASHBY AV,WHEELER ST,3,Y
ASHBY AV,WHEELER ST,2,Y
ATHERTON ST,HASTE ST,4,Y
BAKER ST,ALCATRAZ AV,2,Y
BAKER ST,ALCATRAZ AV,4,Y
BANCROFT WY,10TH ST,3,Y
BANCROFT WY,10TH ST,4,Y
BANCROFT WY,BARROWS LN,3,Y
BANCROFT WY,BARROWS LN,3,Y
BANCROFT WY,BARROWS LN,4,Y
BANCROFT WY,BONAR ST,3,Y
BANCROFT WY,BONAR ST,4,Y
BANCROFT WY,BOWDITCH ST,3,Y
BANCROFT WY,BOWDITCH ST,4,Y
BANCROFT WY,BOWDITCH ST,3,Y
BANCROFT WY,BOWDITCH ST,3,Y
BANCROFT WY,BOWDITCH ST,3,Y
BANCROFT WY,BOWDITCH ST,4,Y
BANCROFT WY,BYRON ST,3,Y
BANCROFT WY,CALIFORNIA ST,3,Y
BANCROFT WY,COLLEGE AV,4,Y
BANCROFT WY,COLLEGE AV,3,Y
BANCROFT WY,COLLEGE AV,3,Y
BANCROFT WY,COLLEGE AV,4,Y
BANCROFT WY,DANA ST,3,Y
BANCROFT WY,DANA ST,3,Y
BANCROFT WY,DANA ST,4,Y
BANCROFT WY,DANA ST,3,Y
BANCROFT WY,DANA ST,3,Y
BANCROFT WY,DANA ST,4,Y
BANCROFT WY,DANA ST,4,Y
BANCROFT WY,DANA ST,3,Y
BANCROFT WY,DANA ST,3,Y
BANCROFT WY,EDWARDS ST,3,Y
BANCROFT WY,ELLSWORTH ST,3,Y
BANCROFT WY,ELLSWORTH ST,3,Y
BANCROFT WY,ELLSWORTH ST,3,Y
BANCROFT WY,ELLSWORTH ST,0,Y
BANCROFT WY,ELLSWORTH ST,3,Y
BANCROFT WY,ELLSWORTH ST,0,Y
BANCROFT WY,ELLSWORTH ST,3,Y
BANCROFT WY,FULTON ST,3,Y
BANCROFT WY,FULTON ST,4,Y
BANCROFT WY,FULTON ST,3,Y
BANCROFT WY,FULTON ST,3,Y
BANCROFT WY,FULTON ST,4,Y
BANCROFT WY,FULTON ST,3,Y
BANCROFT WY,FULTON ST,1,Y
BANCROFT WY,GRANT ST,4,Y
BANCROFT WY,JEFFERSON AV,3,Y
BANCROFT WY,MC KINNEY ST,3,Y
BANCROFT WY,MCKINLEY AV,4,Y
BANCROFT WY,MILVIA ST,3,Y
BANCROFT WY,OXFORD ST,3,Y
BANCROFT WY,PIEDMONT AV,4,Y
BANCROFT WY,PIEDMONT AV,3,Y
BANCROFT WY,PIEDMONT AV,4,Y
BANCROFT WY,SACRAMENTO ST,4,Y
BANCROFT WY,SACRAMENTO ST,3,Y
BANCROFT WY,SAN PABLO AV,0,Y
BANCROFT WY,SHATTUCK AV,4,Y
BANCROFT WY,SHATTUCK AV,3,Y
BANCROFT WY,SHATTUCK AV,3,Y
BANCROFT WY,SHATTUCK AV,4,Y
BANCROFT WY,SHATTUCK AV,3,Y
BANCROFT WY,SHATTUCK AV,4,Y
BANCROFT WY,TELEGRAPH AV,4,Y
BANCROFT WY,TELEGRAPH AV,3,Y
BANCROFT WY,TELEGRAPH AV,3,Y
BANCROFT WY,TELEGRAPH AV,4,Y
BANCROFT WY,TELEGRAPH AV,3,Y
BANCROFT WY,TELEGRAPH AV,4,Y
BAY ST,POTTER ST,4,Y
BENVENUE AV,ASHBY AV,4,Y
BENVENUE AV,DERBY ST,4,Y
BENVENUE AV,PARKER ST,4,Y
BENVENUE AV,RUSSELL ST,4,Y
BENVENUE AV,STUART ST,4,Y
BERKELEY WY,HENRY ST,3,Y
BERKELEY WY,MCGEE AV,4,Y
BERKELEY WY,MLK JR WY,3,Y
BERKELEY WY,SACRAMENTO ST,3,Y
BERKELEY WY,SHATTUCK AV,4,Y
BLAKE ST,ACTON ST,3,Y
BLAKE ST,CALIFORNIA ST,2,Y
BLAKE ST,CALIFORNIA ST,3,Y
BLAKE ST,CALIFORNIA ST,3,Y
BLAKE ST,CHILTON WY,4,Y
BLAKE ST,DANA ST,3,Y
BLAKE ST,ELLSWORTH ST,3,Y
BLAKE ST,MATHEWS ST,3,Y
BLAKE ST,MCGEE AV,3,Y
BLAKE ST,MILVIA ST,4,Y
BLAKE ST,MILVIA ST,0,Y
BLAKE ST,MILVIA ST,3,Y
BLAKE ST,MLK JR WY,4,Y
BLAKE ST,MLK JR WY,4,Y
BLAKE ST,SHATTUCK AV,4,Y
BLAKE ST,SHATTUCK AV,3,Y
BLAKE ST,SHATTUCK AV,3,Y
BLAKE ST,SHATTUCK AV,3,Y
BLAKE ST,SHATTUCK AV,0,Y
BLAKE ST,SHATTUCK AV,3,Y
BOLIVAR DR,ADDISON ST,3,Y
BOLIVAR DR,ADDISON ST,2,Y
BOLIVAR DR,ADDISON ST,2,Y
BOLIVAR DR,BANCROFT WY,4,Y
BONITA AV,UNIVERSITY AV,3,Y
BONITA AV,VINE ST,0,Y
BOWDITCH ST,CHANNING WY,4,Y
BOWDITCH ST,DURANT AV,4,Y
BOWDITCH ST,DURANT AV,3,Y
BOWDITCH ST,DURANT AV,3,Y
BOWDITCH ST,DWIGHT WY,2,Y
BOWDITCH ST,HASTE ST,3,Y
BOWDITCH ST,HASTE ST,0,Y
BOWDITCH ST,HASTE ST,4,Y
BROWNING ST,ALLSTON WY,0,Y
BROWNING ST,ALLSTON WY,3,Y
BUENA VISTA WY,MAYBECK TWIN DR,3,Y
CALIFORNIA ST,63RD ST,3,Y
CALIFORNIA ST,ADDISON ST,3,Y
CALIFORNIA ST,ALLSTON WY,2,Y
CALIFORNIA ST,ALLSTON WY,3,Y
CALIFORNIA ST,ALLSTON WY,4,Y
CALIFORNIA ST,ASHBY AV,3,Y
CALIFORNIA ST,BANCROFT WY,3,Y
CALIFORNIA ST,CARLETON ST,4,Y
CALIFORNIA ST,CHANNING WY,4,Y
CALIFORNIA ST,DELAWARE ST,4,Y
CALIFORNIA ST,DERBY ST,4,Y
CALIFORNIA ST,DERBY ST,4,Y
CALIFORNIA ST,DERBY ST,3,Y
CALIFORNIA ST,FRANCISCO ST,3,Y
CALIFORNIA ST,HEARST AV,4,Y
CALIFORNIA ST,OREGON ST,4,Y
CALIFORNIA ST,OREGON ST,4,Y
CALIFORNIA ST,PRINCE ST,4,Y
CALIFORNIA ST,ROSE ST,3,Y
CALIFORNIA ST,TYLER ST,2,Y
CALIFORNIA ST,WOOLSEY ST,3,Y
CAMELIA ST,CORNELL AV,4,Y
CAMELIA ST,SAN PABLO AV,3,Y
CAMELIA ST,STANNAGE AV,3,Y
CARLETON ST,10TH ST,4,Y
CARLETON ST,ELLSWORTH ST,4,Y
CARLETON ST,ELLSWORTH ST,4,Y
CARLETON ST,FULTON ST,3,Y
CARLETON ST,MABEL ST,3,Y
CARLETON ST,MATHEWS ST,3,Y
CARLETON ST,MCGEE AV,3,Y
CARLETON ST,MILVIA ST,3,Y
CARLETON ST,MLK JR WY,4,Y
CARLETON ST,SACRAMENTO ST,4,Y
CARLETON ST,SAN PABLO AV,4,Y
CARLETON ST,SHATTUCK AV,3,Y
CARLETON ST,SHATTUCK AV,4,Y
CARLOTTA ST,ROSE ST,4,Y
CEDAR ST,4TH ST,4,Y
CEDAR ST,9TH ST,3,Y
CEDAR ST,ACTON ST,3,Y
CEDAR ST,ARCH ST,3,Y
CEDAR ST,CALIFORNIA ST,4,Y
CEDAR ST,COMSTOCK CT,3,Y
CEDAR ST,EUCLID AV,4,Y
CEDAR ST,HAWTHORNE TER,2,Y
CEDAR ST,HENRY ST,4,Y
CEDAR ST,JUANITA WY,4,Y
CEDAR ST,JUANITA WY,4,Y
CEDAR ST,JUANITA WY,4,Y
CEDAR ST,KAINS AV,4,Y
CEDAR ST,MILVIA ST,3,Y
CEDAR ST,MILVIA ST,4,Y
CEDAR ST,MILVIA ST,3,Y
CEDAR ST,MLK JR WY,3,Y
CEDAR ST,MLK JR WY,4,Y
CEDAR ST,OXFORD ST,3,Y
CEDAR ST,SACRAMENTO ST,3,Y
CEDAR ST,SAN PABLO AV,3,Y
CEDAR ST,SAN PABLO AV,3,Y
CEDAR ST,SAN PABLO AV,4,Y
CEDAR ST,SAN PABLO AV,4,Y
CEDAR ST,SHATTUCK AV,3,Y
CEDAR ST,SHATTUCK AV,4,Y
CEDAR ST,SPRUCE ST,4,Y
CENTER ST,MILVIA ST,4,Y
CENTER ST,MILVIA ST,3,Y
CENTER ST,MILVIA ST,4,Y
CENTER ST,MILVIA ST,4,Y
CENTER ST,MLK JR WY,4,Y
CENTER ST,MLK JR WY,4,Y
CENTER ST,OXFORD ST,3,Y
CENTER ST,OXFORD ST,4,Y
CENTER ST,SHATTUCK AV,3,Y
CENTER ST,SHATTUCK AV,4,Y
CENTER ST,SHATTUCK AV,3,Y
CENTER ST,SHATTUCK AV,4,Y
CENTER ST,SHATTUCK AV,3,Y
CENTER ST,SHATTUCK AV,3,Y
CHANNING WY,8TH ST,4,Y
CHANNING WY,ACTON ST,3,Y
CHANNING WY,BOWDITCH ST,3,Y
CHANNING WY,BOWDITCH ST,3,Y
CHANNING WY,CALIFORNIA ST,4,Y
CHANNING WY,COLLEGE AV,3,Y
CHANNING WY,COLLEGE AV,4,Y
CHANNING WY,COLLEGE AV,4,Y
CHANNING WY,COLLEGE AV,4,Y
CHANNING WY,DANA ST,4,Y
CHANNING WY,DANA ST,4,Y
CHANNING WY,DANA ST,4,Y
CHANNING WY,DANA ST,3,Y
CHANNING WY,DANA ST,4,Y
CHANNING WY,DURANT AV,2,Y
CHANNING WY,ELLSWORTH ST,3,Y
CHANNING WY,ELLSWORTH ST,4,Y
CHANNING WY,ELLSWORTH ST,4,Y
CHANNING WY,FULTON ST,3,Y
CHANNING WY,FULTON ST,0,Y
CHANNING WY,FULTON ST,3,Y
CHANNING WY,FULTON ST,3,Y
CHANNING WY,FULTON ST,3,Y
CHANNING WY,MCGEE AV,3,Y
CHANNING WY,MILVIA ST,3,Y
CHANNING WY,MILVIA ST,2,Y
CHANNING WY,MILVIA ST,3,Y
CHANNING WY,MILVIA ST,3,Y
CHANNING WY,MLK JR WY,3,Y
CHANNING WY,MLK JR WY,3,Y
CHANNING WY,PIEDMONT AV,3,Y
CHANNING WY,PIEDMONT AV,4,Y
CHANNING WY,PROSPECT ST,3,Y
CHANNING WY,SAN PABLO AV,3,Y
CHANNING WY,SAN PABLO AV,0,Y
CHANNING WY,SHATTUCK AV,4,Y
CHANNING WY,SHATTUCK AV,3,Y
CHANNING WY,SHATTUCK AV,2,Y
CHANNING WY,SHATTUCK AV,4,Y
CHANNING WY,SHATTUCK AV,3,Y
CHANNING WY,SHATTUCK AV,4,Y
CHANNING WY,SPAULDING AV,3,Y
CHANNING WY,TELEGRAPH AV,3,Y
CHANNING WY,TELEGRAPH AV,0,Y
CHANNING WY,TELEGRAPH AV,3,Y
CHANNING WY,TELEGRAPH AV,3,Y
CHANNING WY,TELEGRAPH AV,2,Y
CHANNING WY,TELEGRAPH AV,4,Y
CHANNING WY,TELEGRAPH AV,3,Y
CHANNING WY,TELEGRAPH AV,3,Y
CHANNING WY,WARRING ST,4,Y
CLAREMONT AV,ASHBY AV,3,Y
CLAREMONT AV,ASHBY AV,3,Y
CLAREMONT AV,BELROSE AV,2,Y
CLAREMONT AV,CLAREMONT AV,3,Y
CLAREMONT AV,CLAREMONT AV,3,Y
CLAREMONT AV,CLAREMONT AV,3,Y
CLAREMONT AV,PRINCE ST,3,Y
CLAREMONT AV,RUSSELL ST,2,Y
CLAREMONT AV,UPLAND RD,3,Y
CLAREMONT AV,WEBSTER ST,4,Y
COLBY ST,ASHBY AV,2,Y
COLLEGE AV,ALCATRAZ AV,4,Y
COLLEGE AV,ALCATRAZ AV,4,Y
COLLEGE AV,ALCATRAZ AV,3,Y
COLLEGE AV,ALCATRAZ AV,3,Y
COLLEGE AV,ALCATRAZ AV,4,Y
COLLEGE AV,ALCATRAZ AV,4,Y
COLLEGE AV,ALCATRAZ AV,4,Y
COLLEGE AV,ALCATRAZ AV,4,Y
COLLEGE AV,ALCATRAZ AV,4,Y
COLLEGE AV,ALCATRAZ AV,3,Y
COLLEGE AV,ALCATRAZ AV,3,Y
COLLEGE AV,ALCATRAZ AV,2,Y
COLLEGE AV,ALCATRAZ AV,3,Y
COLLEGE AV,ALCATRAZ AV,4,Y
COLLEGE AV,ALCATRAZ AV,3,Y
COLLEGE AV,ASHBY AV,3,Y
COLLEGE AV,ASHBY AV,2,Y
COLLEGE AV,ASHBY AV,3,Y
COLLEGE AV,ASHBY AV,4,Y
COLLEGE AV,ASHBY AV,3,Y
COLLEGE AV,ASHBY AV,0,Y
COLLEGE AV,ASHBY AV,3,Y
COLLEGE AV,BANCROFT WY,4,Y
COLLEGE AV,BANCROFT WY,3,Y
COLLEGE AV,CHANNING WY,0,Y
COLLEGE AV,CHANNING WY,3,Y
COLLEGE AV,CHANNING WY,3,Y
COLLEGE AV,DERBY ST,3,Y
COLLEGE AV,DERBY ST,4,Y
COLLEGE AV,DERBY ST,3,Y
COLLEGE AV,DERBY ST,3,Y
COLLEGE AV,DURANT AV,3,Y
COLLEGE AV,DURANT AV,4,Y
COLLEGE AV,DWIGHT WY,3,Y
COLLEGE AV,DWIGHT WY,3,Y
COLLEGE AV,DWIGHT WY,3,Y
COLLEGE AV,DWIGHT WY,4,Y
COLLEGE AV,DWIGHT WY,4,Y
COLLEGE AV,DWIGHT WY,3,Y
COLLEGE AV,DWIGHT WY,3,Y
COLLEGE AV,DWIGHT WY,3,Y
COLLEGE AV,HASTE ST,3,Y
COLLEGE AV,HASTE ST,3,Y
COLLEGE AV,HASTE ST,3,Y
COLLEGE AV,HASTE ST,4,Y
COLLEGE AV,HASTE ST,3,Y
COLLEGE AV,HASTE ST,4,Y
COLLEGE AV,PARKER ST,3,Y
COLLEGE AV,PARKER ST,2,Y
COLLEGE AV,PARKER ST,3,Y
COLLEGE AV,PARKER ST,2,Y
COLLEGE AV,PARKER ST,3,Y
COLLEGE AV,PARKER ST,3,Y
COLLEGE AV,PRINCE ST,3,Y
COLLEGE AV,PRINCE ST,3,Y
COLLEGE AV,RUSSELL ST,3,Y
COLLEGE AV,RUSSELL ST,3,Y
COLLEGE AV,RUSSELL ST,0,Y
COLLEGE AV,RUSSELL ST,3,Y
COLLEGE AV,RUSSELL ST,3,Y
COLLEGE AV,RUSSELL ST,3,Y
